op_id,op_gender,post_id,post_text,post_type
57265377,M,221,"Unbelievable. 80,000 Facebook Likes and counting. Thank you, Texas!",photo
57265377,M,222,"It's becoming painfully clear that Hillary Clinton didn't take her SOS job seriously. Why would anyone think she'd be different as president?  The FBI is investigating whether computer passwords were shared among Hillary Clinton's close aides, according to an intelligence source familiar with the probe.  The source emphasized that ""if [Clinton] was allowing other people to use her passwords, that is a big problem."" The Foreign Service Officers Manual prohibits the sharing of passwords.",photo
57265377,M,223,"President Obama will NOT attend First Lady Nancy Reagan's funeral. He is opting instead to attend SXSW Music Festival in Austin. Unfortunately, not so unbelievable.",photo
57265377,M,224,"Fox News reports that Navy SEAL teams don't have enough combat rifles to go around, even as these highly trained forces are relied on more than ever to carry out counterterrorism operations and other secretive missions.   SHARE this post if our Navy Seals deserve access to proper firearms in order to protect our great nation.  http://www.foxnews.com/politics/2016/03/07/navy-seals-tell-top-house-lawmaker-dont-have-enough-combat-rifles.html?intcmp=hpbt2",photo
57265377,M,225,"Today, on International Women's History Day, we reflect on Jane Long. Jane Long (1798-1880) will always be remembered as the mother of Texas.   One of the earliest pioneers to make Texas her home, it is believed that she was one of the first English-speaking women to bear a child in Texas. Migrating from Mississippi at the beginning of the 19th Century, she and her husband, James Long, settled at Bolivar Point. Jane was left there with daughter Ann while James went to join the fight for independence from Spain. While others began to evacuate the area Jane remained. ""My husband left me here to wait for him and I shall stay until he returns,"" she said. Her husband never returned. Upon learning the news that he had been killed in Mexico City, Jane moved her family to Brazoria where she opened a prosperous boarding house that was frequented by such prominent characters as William Barrett Travis. Long's boarding house was used as a meeting place before the war, and it is said that Stephen F. Austin delivered an impassioned speech calling Texans to war under her roof.",photo
57265377,M,226,"Today, we remember and honor the heroic men who fought and died at the #Alamo, which fell to Santa Anna's army on this day 180 years ago.",photo
57265377,M,227,We are deeply saddened to hear the news that former First Lady Nancy Reagan has passed away. Our prayers are with the entire Reagan family.,photo
57265377,M,228,Live from #CPAC2016,video
57265377,M,229,Live from #CPAC2016,video
57265377,M,230,Happy to be at #CPAC in Washington D.C. We'll be broadcasting LIVE in 15 minutes! Stay tuned.,status
57265377,M,231,,photo
57265377,M,232,"On this date in 1836, 59 delegates crowded into the tiny river town of Washington and passed, without debate, a declaration written primarily by George Childress that proclaimed Texas a republic independent from Mexico. Happy Texas Independence Day!",photo
57265377,M,233,#VoteCruz,photo
57265377,M,234,"It's Election Day in Texas! I humbly ask for your vote. You can find your polling location here: http://www.votetexas.gov/voting/where/. Thank you, Texas!",photo
57265377,M,235,"The polls are officially open in Texas! Load up the car and encourage your family and friends to vote in this critical election. I'm a Courageous Conservative, are you? LIKE and SHARE this post if you're voting for Ted Cruz.",photo
57265377,M,236,"Today, Navy SEAL Edward Byers Jr. was awarded the Medal of Honor. Help me congratulate him on this prestigious honor!",photo
57265377,M,237,"Love seeing this. Wise words: ""I'm saying it's our national motto and there's no reason we shouldn't be proud to display our national motto."" - Kendall County Sheriff Al Auxier  http://www.mysanantonio.com/news/local/article/Sheriff-in-San-Antonio-suburb-sticks-In-God-We-6854613.php",photo
57265377,M,238,"Alright Texas. Today is your LAST CHANCE to vote early. I encourage all of you to vote for my friend and lifelong conservative, Ted Cruz. I trust Ted Cruz, and you should too.",photo
57265377,M,239,"Have you voted yet? Remember, Early Voting ends TOMORROW! I urge each and every one of you to cast your vote for Ted Cruz, an unapologetic conservative who will challenge the status quo and fight for our conservative values. I trust Ted Cruz.  Polling Locations: http://www.votetexas.gov/voting/where/",photo
57265377,M,240,"Though Santa Ana's 5,000 troops heavily outnumbered the several hundred Texans, Colonel William Travis and his men determined not to give up. On February 24, they answered Santa Ana's call for surrender with a bold shot from the Alamo's cannon. Furious, the Mexican general ordered his forces to launch a siege. Travis immediately sent out several messages via couriers asking for reinforcements. Addressing one of the pleas to ""The People of Texas and All Americans in the World,"" Travis signed off with the now-famous phrase ""Victory or Death.""",photo
57265377,M,241,"As Barack Obama rounds the final lap of his presidency, we are witnessing his last minute attempts to fulfill his failed campaign promises. If President Obama truly believes U.S. national security would be improved by shutting down a facility that holds the most violent Islamic extremists, then he himself has undermined his role as the commander-in-chief.   Instead of keeping our enemies outside America's borders and away from the battlefield, this president believes it is in our best interest to transfer them to the United States and back overseas. Unbelievably, President Obama all of a sudden cares about operating costs in his obvious attempt to appeal to Republican lawmakers.   Unfortunately for President Obama, this Congress has banned these detainees from being transferred to the United States because we realize, unlike him, that the safety of our homeland is paramount to anything.",photo
57265377,M,242,"BREAKING: I am proud to endorse my friend and fellow conservative Ted Cruz for President.  Ted and I know that Washington is broken. As President, he will be an unapologetic conservative, challenging the status quo and fighting for our conservative values. I trust Ted Cruz.",photo
57265377,M,243,"""But instead of building a climate from which we could lift people out of poverty, reduce their dependence on unsustainable government 'safety-net' programs and get them back on their feet, Obama and his Democratic Party have focused on raising the minimum wage, redistributing the nation's wealth and taxing us further into oblivion."" - Congressman Roger Williams",link
57265377,M,244,"After his life was changed forever in 2007 when his patrol's vehicle hit a roadside bomb in Iraq, Former U.S. Army Staff Sgt. Bobby Henline plans to give back by opening a restaurant fully-run by fellow veterans.  What an amazing story. You can help make his dream a reality here: https://www.gofundme.com/ztbnfmhg",link
57265377,M,245,"""Asked if he could rule out the possibility of golf, White House Press Secretary Josh Earnest said ""I don't have a sense of what the president's plans are for Saturday."" He said the White House would have ""some more details"" about the president's plans for Friday and Saturday later."" - Fox News  Justice Scalia was a fierce defender of the Constitution and served three decades on our nation's highest court. Help me tell Obama: Justice Scalia's memory deserves the FULL attention of the White House.",photo
57265377,M,246,"It was a sad day for America when we lost Justice Scalia - someone who looked at the Constitution as a roadmap for future generations. I don't trust President Obama to do what is right for our country. Senate Republicans must make sure we stand against any nomination Obama puts up for the Supreme Court. If we have to filibuster all week, all month, ALL YEAR...the future of this country depends on it.",photo
57265377,M,247,"Senate Republicans must make sure we stand against any nomination President Obama puts up. If we have to filibuster, let's do it all week, all month, all year to make sure we have a conservative justice moving forward. The future of this country depends on it.",video
57265377,M,248,,video
57265377,M,249,"Alright Texans, Early Voting begins TODAY. This is an important election, so encourage your family, friends, and coworkers to vote Republican. Remember, Early Voting ends February 26th. Polling Locations: http://www.votetexas.gov/voting/where/",photo
57265377,M,250,"Today, we celebrate America's great leaders of the past. #PresidentsDay",photo
57265377,M,251,"Roses are red, and so is Texas. Let's keep it that way.",photo
57265377,M,252,"No one fought harder for strict constructionism than Antonin Scalia. As a jurist, he was profound. As a legal mind, he was brilliant. As a debater, he was without peer. His rulings will be studied years for their elegant and sometimes colorful defenses of constitutional principles. He will be missed; he will never be forgotten.",status
57265377,M,253,God Bless Texas!,photo
57265377,M,254,"Self-proclaimed Democratic Socialist Bernie Sanders and Hillary Clinton face off tonight in the Democratic debate. Sanders has been on a roll as of late, but any candidate who refers to himself as a Socialist has no chance against ANY of our strong Republican Candidates. Help me tell Bernie Sanders - Texans don't want ANOTHER Socialist in the White House.",photo
57265377,M,255,"Barack Obama's climate agenda has gone too far. The Pentagon has ordered commanders to prioritize climate change in ""all military actions"", ordering the establishment of a new layer of bureaucracy — a wide array of ""climate change boards, councils and working groups"" to infuse climate change into military ""programs, plans and policies.""  Our national security is more important than our president's climate change agenda. Do you agree?  http://www.washingtontimes.com/news/2016/feb/7/pentagon-orders-commanders-to-prioritize-climate-c/#.Vrht5sMEo50.twitter",photo
57265377,M,256,"Happy Birthday, Ronald Reagan!",photo
57265377,M,257,"When Barack Obama releases his final budget request next week, it will call for a $10 ""fee"" on every barrel of oil, which will inevitably be passed on to consumers (you and me).   Obama is dead set on raising taxes during his last year as president. Not on my watch.",link
57265377,M,258,"The federal government spent more on health care in 2015 than on Social Security for the first time ever.   ""If laws around federal programs remain unchanged ... the deficit will continue to grow over the next 10 years, becoming even larger than its average during the past 50 years."" - U.S. News and World Report  This is getting out of control. We desperately need a Republican in the White House so we can repeal Obamacare once and for all.",photo
57265377,M,259,"In 2015, Governor Greg Abbott declared February 2nd to be Chris Kyle Day in Texas. Help us honor this True Texas Hero. #ChrisKyleDay",photo
57265377,M,260,"""U.S. Rep. Roger Williams introduced Greg Abbott to the crowd of around 1,000 — that included a host of local, state and congressional officials ranging from U.S. Rep. Joe Barton, R-Ennis, to state Sen. Kelly Hancock, R-North Richland Hills — as 'a man who is driven by faith, family and friends.'  ""'He defends our Constitution and he defends our Bill of Rights,' said Williams, whose district stretches from the edges of Tarrant County to Austin. 'He is reminding the federal government, … simply, do not mess with Texas.'""",link
57265377,M,261,"When Cambridge Christian and University Christian School faced off last December in the Florida 2A state championship football game, they asked the Florida High School Athletic Association if they could begin with a word of prayer.  The FHSAA said NO. They told both Christian schools that offering a pre-game prayer was against the law.  Absolutely unbelievable! As Christians, we shouldn't have to tip toe around our faith to appease liberals. Share if you #StandWithCambridgeChristian!",photo
57265377,M,262,"On 20 January, 1915, President Woodrow Wilson signed into law the ""Act to Create the Coast Guard,"" an act passed by Congress on 20 January, 1915 that combined the Life-Saving Service and Revenue Cutter Service to form the Coast Guard. God Bless our Armed Forces.",photo
57265377,M,263,"I'm appalled. A Houston grand jury is indicting the Planned Parenthood whistle-blowers who uncovered the organization's horrifying behind-the-scenes activities, which included selling baby parts for financial gain. It is Planned Parenthood who should be on trial, not the whiste-blowers.  The question is simple: Where do you stand? #ProtectTheUnborn",photo
57265377,M,264,"On this day in 1839, The Republic of Texas Congress adopted the Texas coat of arms, a white star with five points on an azure ground encircled by olive and live oak branches. In 1845 the designation was altered from Republic of Texas to State of Texas.",photo
57265377,M,265,A little snow won't stop these courageous soldiers. The 3rd U.S. Infantry Regiment's Old Guard will continue guarding the Tomb of the Unknown Soldier despite historic blizzard conditions on the East Coast. God Bless our military.,photo
57265377,M,266,"A .50-caliber rifle found at El Chapo's hideout in Mexico was funneled through the gun-smuggling investigation known as Fast and Furious, sources confirmed Tuesday to Fox News. The sole purpose of these .50-caliber weapons was to shoot down Mexican police helicopters. #FastandFuriousFail",photo
57265377,M,267,"Recently, former Attorney General Eric Holder said Hillary Clinton is the best candidate to ""protect the Obama legacy"". Eric Holder - the man who helped pave the way for lawless federal abuse and overreach. Help me tell Eric Holder: Americans don't want to protect Obama's tainted legacy. We need a Republican in the White House.",photo
57265377,M,268,"Recently, liberal activists in Ohio filed a lawsuit attempting to remove ""In God We Trust"" from U.S. currency. Not on my watch. I will always stand behind our National Motto. Do you? #InGodWeTrust",photo
57265377,M,269,#MLKDay,photo
57265377,M,270,"On this day in 1942, Camp Hood was activated (later renamed Fort Hood in 1950).",photo
57265377,M,271,Didn't win the jackpot? Don't be too hard on yourself. Everyone will be a winner when Obama's out of office.,photo
57265377,M,272,"Fellow Texan,  Last night, we heard President Obama's State of the Union Address. Thankfully, it was his last.   Yet little had changed last night from the previous seven.  Once again, the president acted like the last few years have been a big triumph for the country.  It's sad to see a leader so unaware of how so much has gone wrong.   Rather than hear another one of his self-important speeches, I wish the president had offered something else: an apology.  Of course, that would have required a very long speech, indeed.   I wish he would have apologized for saying in 2008 that President Bush should have worked with Congress more and relied on executive power less.  Ironic, isn't it? President Obama failed his own standard miserably. Time and again, he blatantly ignored the will of Congress and even sneered that he ""had a pen"" by which he could do what he wanted.   I wish he would have apologized for ignoring the advice of the military and pulling virtually all our troops out of Iraq.  Many people, including President Bush in 2007, specifically warned of a vacuum that would be created in Iraq if we pulled out.  President Bush even warned that what might emerge in that vacuum could be as bad or worse as al Qaeda.  What prophetic words. Thanks to President Obama's decision, ISIS emerged and we will be paying the price for years to come.   I wish he would have apologized for his administration telling the country that Benghazi was the result of a spontaneous protest to a video ... even when his Secretary of State knew almost immediately it was a coordinated terrorist attack.   I wish he would have apologized for his comments in the aftermath of the Paris terrorist attack ... when he seemed unemotional and detached except to get angry when talking about Republicans and domestic politics.  The families of the victims deserved better.   I wish he would have apologized for making Iran's path to nuclear power all the easier.  How ironic that on the day the president prepared to deliver his last State of the Union, the Iranians took over two American Navy vessels.  And we are supposed to still trust them on the nuclear agreement?  I wish he would have apologized for telling Americans if they liked their health care they could keep it ... even though he knew no such thing was possible.   I wish he would have apologized for the anemic economy he has presided over.  How sad that Jimmy Carter helped create more jobs in four years than Barack Obama has in seven.   I wish he would have apologized for being a Constitutional law professor who clearly doesn't understand the 2nd Amendment.     I wish he would have apologized for Eric Holder.  The Justice Department was out of control during Holder's tenure.  And nothing speaks to the incompetence more than three words that will haunt the president in history: Fast and Furious.    I wish he would have apologized for helping to poison our politics.  The man who promised to bring us together as president took special joy in ridiculing and demeaning his opponents.  Rather than confront conservative ideas at face value, he went to great lengths to distort our arguments and create straw men argument that he could bludgeon to death.  This was not worthy of his promises in 2008 and this was beneath the dignity of the office.   As I said, this kind of speech, though honest, would have been very long.  But the president has no intention of apologizing because the president has no idea of the chaos he is leaving behind.  He thinks he's done great; that's what all his friends and The New York Times editorial board tell him.  For the rest of us, we live with the toxic results of this administration. And so we must count the days until this presidency ends and until America gets a new president and a new start on the challenges facing our country.   Until then, Mr. President, it's not too late. You still have a year left to realize what to do.  And though you can't reverse your decisions, you can do something else: apologize to America.   In God We Trust,  Roger",status
57265377,M,273,Only two hours until Barack Obama's 7th and FINAL State of the Union. Let's see how many signatures we can get before speech time. Tell President Obama how happy you are that it's his final SOTU! ➡ http://www.rogerforcongress.com/sign-if-youre-happy-its-obamas-final-sotu,photo
57265377,M,274,"BREAKING: The FBI investigation into Hillary Clinton's use of private email as secretary of state has expanded to look at whether the possible ""intersection"" of Clinton Foundation work and State Department business may have violated public corruption laws. Do you really want a known criminal running for president? Neither do we.",photo
57265377,M,275,"My friend, Taya Kyle, wife of the 'American Sniper' Chris Kyle, on Obama's town hall on gun control.   Sign your name if you agree with Taya Kyle ➡ http://www.rogerforcongress.com/sign-your-name-if-you-agree-with-taya-kyle",photo
57265377,M,276,"Yesterday's vote to repeal #Obamacare was an across the board victory for the American people and it has been a long time coming. If President Obama vetoes this legislation, he will cost hardworking Americans over half a trillion in taxpayer dollars over the next decade. Unbelievable. Do you think Obamacare should be repealed?",photo
57265377,M,277,Happy 71st Anniversary to President & Mrs. Bush!,photo
57265377,M,278,President Obama wants to disarm law-abiding Americans. My message to him: Come and Take It!,photo
57265377,M,279,POLL: Who's your pick to beat Hillary in November? Your input is important. Click the link to let us know ➡ http://www.rogerforcongress.com/whos-your-pick-to-beat-hillary,photo
57265377,M,280,What do you think of my New Year resolutions?,photo
57265377,M,281,"As 2015 comes to an end, most Texans are incredibly relieved that we only have one more year with Barack Obama as president. There have been numerous bad moments, but I'd like to hear from you. Take our survey - What's the worst thing Obama did in 2015 ==> http://www.rogerforcongress.com/whats-the-worst-thing-obama-did-in-2015",photo
57265377,M,282,"On December 29th, 1845, a joint resolution annexing Texas into the United States of America was approved and signed, making Texas the 28th state. Proud to be a Texan!",photo
57265377,M,283,"With no state income tax and business-friendly regulations, it's good to be a small business owner in the Lone Star State.",photo
57265377,M,284,Praying for everyone affected by the recent Texas storms. Please be safe out there.,photo
57265377,M,285,"From my family to yours, Merry Christmas!",photo
57265377,M,286,"NEWS FROM THE DISTRICT: School board members in Keene approved a policy that would allow a few select staff members inside its four campuses to carry a gun. The carriers will be selected by the district, who will do so only if they want to and will carry a gun provided by the district.   It's time to take back our schools and keep our children safe. Do you agree?",photo
57265377,M,287,"Rather than discouraging illegal border crossings, the Obama Administration is yet again feeding into the belief that if you are an illegal alien, you will be allowed to remain in the United States if you make it here. Barack Obama should commit to securing the border and focus your efforts on reuniting these children with their families in their native countries.",link
57265377,M,288,"Amazed that we have reached 70,000 strong on Facebook - and counting! Thank you, Texas, for your overwhelming support.",photo
57265377,M,289,"On this day in 1791, Virginia becomes the last state to ratify the Bill of Rights, making the first ten amendments to the Constitution law and completing the revolutionary reforms begun by the Declaration of Independence. God Bless our great nation!",photo
57265377,M,290,"Big news! Toyota recently moved its North American headquarters - along with 3,000 jobs - from California to Plano, Texas, citing lower housing costs and lower taxes. Help me give them a Texas-sized welcome!  http://www.bizjournals.com/dallas/blog/2015/12/heres-the-main-reason-toyota-is-moving-from.html",photo
57265377,M,291,"Another Texas city adds ""In God We Trust"" to its first responder vehicles. What a way to usher in the Christmas season. Here's to hoping the trend continues!  http://abc13.com/1116755/",photo
57265377,M,292,"Earlier this week, the House of Representatives passed the Visa Waiver Program Improvement Act to prohibit certain individuals who have recently visited Syria, Iraq, Iran or Sudan from entering the United States without a visa.  We cannot keep previous relaxed border policies in place when the threat to America is greater than ever. That's why I voted to keep Texans safe. What are your thoughts?",photo
57265377,M,293,"Love this. Recently, McLennan County Sheriff McNamara approved adding the National Motto of ""In God We Trust"" to all Sheriff Patrol vehices.",photo
57265377,M,294,"According to a study in the Harvard Journal of Law & Public Policy, the more guns a nation has, the less criminal activity. In fact, the mere presence of a firearm can greatly deter criminal activity. This is a study you won't often see on the evening news, because the liberal media doesn't want you to know the truth. More guns = less crime. What do you think?  http://www.beliefnet.com/News/Articles/Harvard-University-Study-Reveals-Astonishing-Link.aspx?p=1",photo
57265377,M,295,"December 7, 1941 — a date which will live in infamy. #PearlHarborRemembranceDay",photo
57265377,M,296,,link
57265377,M,297,,photo
57265377,M,298,"This Christmas, Christians shouldn't feel the need to apologize or tip-toe around our faith. This year and every year, I will proudly wish my family and friends a blessed and Merry Christmas!",photo
57265377,M,299,"The recent events in San Bernardino are nothing short of tragic. Loved ones have been lost and families have been devastated. In this very moment, we must comfort the grieving and restore faith to the hopeless. Even before we have learned all of the facts – including whether or not this was an act of terrorism – several politicians, including our president, have shamelessly rushed to use the misfortunes of others as props for their antigun agendas. Rather than leading the nation to common ground solutions, President Barack Obama has yet again used an act of violence to talk down to those who disagree with him and justify infringing on the rights of responsible gun owners. This president's political gamesmanship is nearly as sickening as the event that left these innocent Americans murdered in cold blood.",status
57265377,M,300,"Because he was able to recognize the American Dream, others will be able to recognize the American Dream through his generosity. That's what is great about capitalism! Thank you, Mark Zuckerberg!  https://www.washingtonpost.com/news/the-switch/wp/2015/12/01/mark-zuckerberg-will-give-away-99-percent-of-his-facebook-stock/",photo
57265377,M,301,"Yesterday, the House voted to block Obama's EPA carbon rules for power plants. Obama's EPA rules are dead set on increasing energy costs for ALL Americans, which would devastate our nationwide economy. With this vote, Congress sent a strong message to Obama and dealt a huge blow to his climate change agenda.",photo
57265377,M,302,"In early 2013, an email entitled ""Achievements"" was forwarded to Hillary Clinton from her Chief of Staff in an attempt to save her tarnished legacy by listing her accomplishments as SOS, which apparently consisted of only four achievements covering less than one-third of one page. This email was quickly redacted and labeled ""Classified"". This raises a troubling and obvious question: What exactly (if anything) did Hillary Clinton accomplish as Secretary of State?",photo
57265377,M,303,"Our prayers are with the North Texas families affected by this weekend's storms and flooding. The weather is looking to clear up by Tuesday, so please be safe as you travel around today.",link
57265377,M,304,Happy Thanksgiving from my family to yours!,photo
57265377,M,305,"As Republicans, we know engaging in a civil debate with a liberal is like pulling teeth. How do you argue with someone who is never wrong, flushed with (misguided) opinions, and cuts you off at every turn? We're here to help. Enjoy these 20 questions that will have your liberal uncle talking himself in circles this Thanksgiving.  http://townhall.com/columnists/johnhawkins/2013/04/20/20-questions-liberals-cant-answer-n1573545/page/full",photo
57265377,M,306,"The Obama Administration has proven its incompetency regarding ISIS time and again. Now, a recent investigation suggests Analysts at U.S. Central Command were pressured to ease off negative assessments about the Islamic State threat and were even told in two separate emails from the Administration to ""cut it out"" and ""toe the line."" This Administration has done NOTHING to improve the increasing ISIS threat, and has consistently put Americans in danger. LIKE if you agree!",photo
57265377,M,307,"SHARE if you support the SAFE Act, which will greatly increase security screenings for refugees entering the United States. #SyrianRefugees",photo
57265377,M,308,#SyrianRefugees,photo
57265377,M,309,"""The operation is over,"" - Government spokesman Stephane Le Foll following Wednesday morning's successful operation",link
57265377,M,310,"Friday's Paris attacks were eye-opening and incredibly frightening for many Americans. But while our nation seeks guidance and leadership, our president's only motivation seems to be his political endgame. 129 lives lost is an utter tragedy, Mr. President, not merely a ""setback"".",photo
57265377,M,311,,photo
57265377,M,312,"Friday, Islamist extremists committed senseless acts of violence across Paris. As more of these incidents occur, the more we learn how truly perverted this radicalized ideology is and how its existence alone is an assault on western culture and freedom. Today we will mourn lives lost, but tomorrow I hope the United States, France and other ally nations work to defeat this one common enemy to us all.",status
57265377,M,313,#PrayForParis,photo
57265377,M,314,"Today is Veterans Day, A celebration honoring America's veterans for their patriotism, love of country, and willingness to serve and sacrifice for the common good. Thank you to our veterans for all that they have sacrificed for the country we love.",photo
57265377,M,315,"On this day in 1775, The U.S. Marine Corps was established as part of the U.S. Navy. It became a separate unit on July 11, 1789. Take the time today to thank a Marine for 240 years of bravery and service to our country.",photo
57265377,M,316,BREAKING: Join with me in praying for Judge Kocurek and this developing situation.,link
57265377,M,317,"After years of political posturing, President Barack Obama has denied TransCanada's permit to construct the Keystone XL pipeline. Unbelievable. Keystone XL would create an estimated 42,000 jobs in an economy that has suffered mightily under Obama's poor leadership. SHARE this post if you want to build Keystone XL.",photo
57265377,M,318,"Six years ago, the Great Place witnessed an unspeakable tragedy. I can say firsthand, the Fort Hood community is as resilient, yet compassionate, as they come – they look out for their own. Together, every year, we will mourn this day, and together, we will always honor and cherish the memories of those brave men and women who made the ultimate sacrifice.",photo
57265377,M,319,Happy Birthday to former First Lady Laura Bush!,photo
57265377,M,320,"60,000 Facebook fans and counting! Thank you for your continued and overwhelming support, Texas.",photo
57265377,M,321,On Sunday I joined Gromer Jeffers of The Dallas Morning News and Kristi Nelson of KXAS Dallas/ Fort Worth on Lone Star Politics to discuss my tax reform plan: Jumpstart America and my opposition to the budget deal that was passed out of the House last week.,video
57265377,M,322,November is Military Family Appreciation Month. Please take time today to honor our brave military families serving around the world.,photo
57265377,M,323,"UPDATE: Recently, with the law on his side, Bremerton High Football Coach Joe Kennedy resumed prayer after the game on the 50-yard line, to the cheers of hundreds who showed up to support him — including the opposing team. Coach Kennedy has since been SUSPENDED by Bremerton School District for doing what millions of Americans do every single day - giving thanks to God. SHARE this post to show your support for Coach Kennedy and freedom of religion. #StandWithCoachKennedy",photo
57265377,M,324,"Four years ago Congress passed a budget to rein in Washington's out of control spending, and this recent deal violates those caps while raising the debt ceiling simultaneously. America's financial charades need to be put in order. Despite President Obama's favorite claim of shrinking deficits, we are increasing the balance on our national credit card while at the same time over-drafting our checking account again and again.",link
57265377,M,325,"Barack Obama's new two-year budget deal is an outrage, plain and simple. As Republicans, we are supposed to be cutting spending; this bill adds another $80 billion in discretionary spending. Even worse, this agreement raises the debt limit yet again. America's financial charades need to be put in order.",photo
57265377,M,326,The 3rd GOP Presidential Debate airs TONIGHT at 7:00pm CST on CNBC. Will you be watching?,photo
57265377,M,327,"On this day in 1836, Sam Houston was inaugurated as the first president of the Republic of Texas.",photo
57265377,M,328,"UPDATE: Last Friday night, with the law on his side, Bremerton High Football Coach Joe Kennedy resumed prayer after the game on the 50-yard line, to the cheers of hundreds who showed up to support him — including the opposing team, which surprised him by joining him for the prayer. He has since kept his job and will continue coaching football and praying with his team. #standwithcoachkennedy  http://www.christianpost.com/news/coach-kennedy-resumes-praying-football-games-147981/",photo
57265377,M,329,"Hillary's recent trip to San Antonio only reminded us that she wants to abolish Voter ID in Texas. Help me tell Hillary  - In Texas, we support Voter ID and honest elections.",photo
57265377,M,330,"BREAKING: Following the disgusting Planned Parenthood fetal tissue scandal, Texas has booted Planned Parenthood out of Medicaid and eliminated the organization's funding!",photo
57265377,M,331,Happy 180th birthday to the Lone Star State's original law enforcers - the Texas Rangers.,photo
57265377,M,332,"Thanks for the memories, Bevo.",photo
57265377,M,333,"October is Breast Cancer Awareness Month. About 1 in 8 U.S. women will develop invasive breast cancer over the course of her lifetime. Together, we can stand up to cancer. #SharePink",photo
57265377,M,334,Donald Trump and the majority of Americans agree - it's time to reform our convoluted tax code.,photo
57265377,M,335,Last night's #DemDebate perfectly displayed why Americans don't want a socialist or another Clinton in the White House. LIKE if you're voting Republican.,photo
57265377,M,336,,link
57265377,M,337,Happy 240th to the U.S. Navy. Thank you to the brave men and women who selflessly serve our country.,photo
57265377,M,338,,photo
57265377,M,339,Hook 'Em.,photo
57265377,M,340,"Today, I am proud to announce Congress has lifted the 40 year ban on crude oil exports. This has been a long time coming and now the United States can finally forge a path to complete energy independence.",photo
57265377,M,341,Our brave soldiers put their lives on the line to protect our freedoms each and every day. Please take the time to thank a soldier for all that they do.,photo
57265377,M,342,CC: Planned Parenthood,photo
57265377,M,343,,photo
57265377,M,344,"Recently, liberals have been attacking police officers for proudly displaying ""In God We Trust"" on their vehicles. I stand with our officers. Do you?",photo
57265377,M,345,The west has been won - Help me congratulate our Texas Rangers for clinching the American League West!,photo
57265377,M,346,"""The greatest danger facing our world is the coupling of militant Islam with nuclear weapons...your plan to destroy Israel will fail."" - Prime Minister Netanyahu speaking to the UN General Assembly. I wholeheartedly agree and will continue the fight to disarm a nuclear Iran.",photo
57265377,M,347,"On this day in 1835, the first battle of the Texas Revolution was fought at Gonzalez. Texas volunteers attacked a company under Francisco de Castañeda and forced them to fall back after Mexican troops had been sent to retrieve a cannon from settlers. With this victory, the legendary rally cry ""Come and Take It!"" was born.",photo
57265377,M,348,"I would like to thank General Dempsey for his service and unwavering commitment to the United States, I wish him all the best in his well-deserved retirement. I look forward to witnessing the confirmation hearings for General Dunford. If confirmed, I plan on working with him to preserve Fort Hood, end sequestration and make sure our military is second to none in the world.",photo
57265377,M,349,,photo
57265377,M,350,"On September 29, 1789, the last day of its first session, the U.S. Congress passed an act to establish the United States military. This act created the first official army of the United States. God Bless our men and women in uniform.",photo
57265377,M,351,It's time. #DefundPlannedParenthood,photo
57265377,M,352,"Hillary Clinton's poll and favorability numbers have plummeted since news broke in March that she used a private server and email accounts for official business while serving as secretary of state. Now, Bill Clinton is blaming republicans and the media for his wife's polling woes. Sorry Hillary, but facts don't lie. If you want to point fingers, take a long look in the mirror.",photo
57265377,M,353,My alma mater #3 TCU faces off against Texas Tech in the Big 12 opener today on FOX. I'm with TCU! Who's your pick?,photo
57265377,M,354,"I welcome the Speaker's decision to pass the torch on to new leadership. John Boehner is a very gracious man, and I wish him success in his next endeavor. My focus now is on choosing a new leader to guide the House in a conservative direction. I hope all Republicans – including those in the Senate – are listening to what grassroots conservatives are saying: it is time for conservative leadership and conservative principles.",status
57265377,M,355,"Today, Pope Francis addressed Congress for the first time in history. Like Pope Francis, I staunchly believe in the sanctity of human life. As your Congressman, I will always fight to protect our most precious citizens - our children. Help me welcome His Holiness to the United States!",photo
57265377,M,356,"Thanks for the memories, Yogi Berra.",photo
57265377,M,357,"Yesterday, Hillary Clinton announced her opposition to the Keystone XL pipeline. A liberal who opposes job creation and economic growth? Why are we not surprised? LIKE if you support the creation of the Keystone XL pipeline. #timetobuild",photo
57265377,M,358,It's National Voter Registration Day. Exercise your constitutional right and register today ==> http://www.nationalvoterregistrationday.org/register-to-vote/ #CelebrateNVRD,photo
57265377,M,359,"On Friday, my colleagues and I passed the Defund Planned Parenthood Act of 2015, a measure that will suspend the availability of any funds to Planned Parenthood, or any of its affiliates, for one year during an investigation of the abortion provider. It's time to take a stand. As your Congressman, I will continue to fight for life and for our unborn.",photo
57265377,M,360,Today the United States Air Force celebrates 68 years of defending our great country. Help me thank these brave men and women who fight daily to protect our freedoms.,photo
57265377,M,361,"On September 17, 1787 delegates from twelve states voted unanimously to approve the proposed U.S. Constitution at the Constitutional Convention in Philadelphia. Happy Constitution Day!",photo
57265377,M,362,"What a gesture. Thankful to Cleburne Mayor Scott Cain for this incredibly thoughtful, encouraging letter in today's Cleburne Times-Review.",link
